name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Kuala Lumpur,Malaysia",2016-07-18,30.8,24.8,26.9,36.2,24.8,29,23.8,83.9,1.2,100,8.33,rain,,,,28.5,309.3,1010.3,89,9.7,68.3,5.8,3,,2016-07-18T07:11:04,2016-07-18T19:27:52,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-19,32.9,24,28.2,39.1,24,31.3,23.6,76.7,0,0,0,,,,,21.4,303.2,1009.2,89,10.4,166.8,14.4,6,,2016-07-19T07:11:11,2016-07-19T19:27:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-20,32.3,25,27.8,37.2,25,30.5,23.9,80.5,5.275,100,8.33,rain,,,,15.1,313.1,1009.7,89,9.3,84.6,7.3,3,,2016-07-20T07:11:18,2016-07-20T19:27:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-21,32.8,23.9,27.1,38.8,23.9,28.9,23.3,81.1,0.73,100,8.33,rain,,,,17.7,275.6,1009.5,89,9.9,180.9,15.5,7,,2016-07-21T07:11:24,2016-07-21T19:27:53,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-22,32.3,23.6,26.9,37.5,23.6,28.4,23.9,84.6,56.02,100,8.33,rain,,,,15.7,116.9,1010,89.8,9.2,114.1,9.9,4,,2016-07-22T07:11:29,2016-07-22T19:27:52,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-23,32.8,24.8,27.1,38.9,24.8,28.8,23.7,82.8,0.954,100,12.5,rain,,,,17.5,121,1009.5,89.4,8.4,180.8,15.7,6,,2016-07-23T07:11:35,2016-07-23T19:27:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-24,32,23.9,27.8,36.6,23.9,30,23.1,77.1,4.598,100,12.5,rain,,,,10.7,144,1009.8,89.8,9.5,152.8,13.2,6,,2016-07-24T07:11:39,2016-07-24T19:27:49,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-25,31.7,23,27.6,36.3,23,30.1,22.8,76.6,1.507,100,4.17,rain,,,,20.6,191.3,1010.2,89,9.8,142.1,12.4,5,,2016-07-25T07:11:43,2016-07-25T19:27:46,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-26,31.8,25.8,28.4,36.6,25.8,31.6,23.8,77,0,0,0,,,,,14.1,219.3,1010,89,10.1,180.4,15.5,7,,2016-07-26T07:11:47,2016-07-26T19:27:42,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-27,31.8,25.8,27.8,37.7,25.8,31,24.2,81.1,0,0,0,,,,,12.5,260,1009.4,89,8.4,223.2,19.4,8,,2016-07-27T07:11:50,2016-07-27T19:27:38,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-28,32.5,24.9,27.8,37.6,24.9,30.3,23.7,79.1,0.023,100,4.17,rain,,,,14.3,198,1009.6,89,8.5,127.1,11,4,,2016-07-28T07:11:52,2016-07-28T19:27:33,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-29,32.8,24.8,28.5,36.9,24.8,30.9,23,74.3,0,0,0,,,,,13.9,212,1009.8,89,8.3,197.5,17,7,,2016-07-29T07:11:54,2016-07-29T19:27:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-30,33.7,25.1,28.3,37.9,25.1,31.6,23.7,77.3,0,0,0,,,,,19.6,176.5,1009.6,89,8.3,195.4,17,7,,2016-07-30T07:11:56,2016-07-30T19:27:21,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-07-31,33.5,24.9,28.4,40.3,24.9,32,24.1,78.3,0,0,0,,,,,17.3,261,1009.7,89,8.4,185.9,15.9,6,,2016-07-31T07:11:57,2016-07-31T19:27:14,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-01,33.4,25.7,29.2,38.9,25.7,32.9,23.7,73.5,0.928,100,4.17,rain,,,,17.9,285.7,1009.2,89,9.2,190.1,16.4,7,,2016-08-01T07:11:57,2016-08-01T19:27:07,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-02,34.7,26.7,29.7,40.3,29.4,34.3,24.1,73.3,0,0,0,,,,,13.7,287.9,1008.2,89,9.5,198.1,17,7,,2016-08-02T07:11:57,2016-08-02T19:26:58,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-03,33.7,26.8,29.5,38.8,29.5,33.3,23.4,71.1,0,0,0,,,,,15.5,185.6,1008,89,9.3,172.7,14.8,5,,2016-08-03T07:11:56,2016-08-03T19:26:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-04,32.8,25.8,28.9,36.9,25.8,32,23,71.5,0,0,0,,,,,17.7,122,1009.4,89,10,146.6,12.7,6,,2016-08-04T07:11:55,2016-08-04T19:26:40,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-05,32.8,25.9,29.2,40,25.9,32.6,23.2,71.1,0,0,0,,,,,16.4,143.7,1009.5,89,9.8,129.7,11.1,4,,2016-08-05T07:11:53,2016-08-05T19:26:30,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-06,32.9,26,29.2,37.8,26,32.6,23.3,71.4,0,0,0,,,,,15.7,148.7,1010,89,9.1,119.6,10.3,4,,2016-08-06T07:11:51,2016-08-06T19:26:19,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-07,33.9,25.9,29.7,38.2,25.9,32.9,22.9,68.3,0,0,0,,,,,15.9,198.3,1010.3,88.9,9.7,182.1,15.7,6,,2016-08-07T07:11:48,2016-08-07T19:26:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-08,33.7,26.7,29.6,39.2,29.1,33.5,23.2,69.3,0,0,0,,,,27.7,12.1,209.8,1010.2,89,9.3,153.7,13.5,5,,2016-08-08T07:11:44,2016-08-08T19:25:55,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-09,33.7,24.9,29.2,40.3,24.9,32.9,23.6,72.5,0,0,0,,,,,15.9,266.7,1009.7,89,8.9,219.3,18.9,8,,2016-08-09T07:11:40,2016-08-09T19:25:42,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-10,32.8,25.9,28.9,39.2,25.9,33.1,24.2,76.6,1.768,100,4.17,rain,,,,17.1,261.5,1010.1,89,7.3,154.1,13.2,6,,2016-08-10T07:11:36,2016-08-10T19:25:29,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-11,32.8,25.9,28.6,40,25.9,32.6,24.5,79.3,0,0,0,,,,,17,298.7,1010.7,89,8.5,134.6,11.6,5,,2016-08-11T07:11:31,2016-08-11T19:25:15,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-12,33.7,24.9,29,37.8,24.9,31.9,23.3,73.1,0.069,100,8.33,rain,,,,15.7,140,1010.6,89,9.4,241.9,21,9,,2016-08-12T07:11:25,2016-08-12T19:25:00,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-13,33.9,25.2,29,39,25.2,31.9,23.2,72.4,0.2,100,4.17,rain,,,37.1,23,291.2,1010.2,89,9.4,166,14.4,7,,2016-08-13T07:11:19,2016-08-13T19:24:45,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-14,34.7,25.9,29.8,39.2,25.9,33.2,23.3,70.5,0,0,0,,,,,17.7,278.5,1009,89,9.7,206.4,17.8,7,,2016-08-14T07:11:13,2016-08-14T19:24:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-15,34.8,26,29.8,40.2,26,33.4,23.1,68.9,0,0,0,,,,,14.1,237.6,1008.7,89,9.6,159.8,13.9,6,,2016-08-15T07:11:05,2016-08-15T19:24:13,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-16,32.9,26,29.6,40.1,26,34,23.9,72.1,0,0,0,,,,,14.8,131.9,1008.6,89,7.5,136.1,12,5,,2016-08-16T07:10:58,2016-08-16T19:23:56,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-17,33.8,26.1,30,40.3,26.1,34.6,24.2,72.2,0.232,100,4.17,rain,,,,19.6,136.4,1008.5,89,7.8,120.4,10.4,4,,2016-08-17T07:10:50,2016-08-17T19:23:38,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-18,33.8,23.9,29.4,39.2,23.9,33.3,23.5,72.1,0.377,100,4.17,rain,,,,20.8,146.7,1008,89.4,8.5,142.9,12.4,5,,2016-08-18T07:10:41,2016-08-18T19:23:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-19,33.8,26.8,29.8,40.3,29.5,34.8,24.3,73.2,0,0,0,,,,,15.5,211.2,1007.7,89,7.1,128.4,11.1,5,,2016-08-19T07:10:32,2016-08-19T19:23:02,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-20,35.4,26.8,30.2,41.3,29.6,34.8,23.7,69.6,0,0,0,,,,,12.5,172.9,1007.8,89,7.2,178.4,15.6,6,,2016-08-20T07:10:23,2016-08-20T19:22:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-21,33.7,26.9,29.4,40.1,29.8,34,24,73.7,0,0,0,,,,,12.5,283.8,1008.5,89.4,8,153.8,13.3,6,,2016-08-21T07:10:13,2016-08-21T19:22:23,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-22,34.7,24,29.2,40,24,33,23.9,74.9,0.696,100,4.17,rain,,,33.5,17.5,273.3,1008.5,89,8.8,253.4,21.8,9,,2016-08-22T07:10:03,2016-08-22T19:22:03,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-23,34.7,24.2,30.1,39.5,24.2,34.5,23.7,70,0,0,0,,,,44.6,17.3,275.7,1007.1,89.4,9.2,146.5,12.8,5,,2016-08-23T07:09:52,2016-08-23T19:21:43,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-24,31.9,25,28,37.2,25,30.9,24,80.2,53.159,100,4.17,rain,,,25.9,11.2,253,1007.1,89.8,9.2,144.8,12.5,5,,2016-08-24T07:09:41,2016-08-24T19:21:22,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-25,33,26.1,29.4,40.2,26.1,33.4,23.7,72.6,0,0,0,,,,,17.3,290.7,1007.7,89,9.4,219.5,19,8,,2016-08-25T07:09:30,2016-08-25T19:21:00,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-26,32.9,25.9,28.6,37.1,25.9,31.5,23.2,73.1,0.348,100,8.33,rain,,,,15.7,272.2,1009.1,89,9.5,118.1,10.1,5,,2016-08-26T07:09:18,2016-08-26T19:20:38,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-27,32.8,25.8,28.9,38.2,25.8,31.9,23.3,72.9,0,0,0,,,,27.7,12.1,289.9,1010.3,89.4,9.4,216.8,18.8,8,,2016-08-27T07:09:05,2016-08-27T19:20:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-28,32.8,25.9,28.9,38.9,25.9,32.9,24,75.3,0,0,0,,,,,15.7,251.2,1010.2,89,9.1,206.5,17.8,8,,2016-08-28T07:08:53,2016-08-28T19:19:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-29,32.8,25.9,29.4,38.9,25.9,33.9,24.2,74.6,0,0,0,,,,,12.5,176.3,1009.2,94.9,5.3,141.7,12.4,5,,2016-08-29T07:08:40,2016-08-29T19:19:31,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-30,30.1,23.8,27.5,34.4,23.8,30.5,24,82.1,12.377,100,4.17,rain,,,31.7,9.8,92.4,1010.6,90.5,6.8,96.7,8.4,3,,2016-08-30T07:08:27,2016-08-30T19:19:07,0.99,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-08-31,31.9,25,27.7,37.6,25,30.2,24,81.3,1.221,100,8.33,rain,,,,12.5,271.4,1011.6,89,8.5,124.2,10.8,5,,2016-08-31T07:08:13,2016-08-31T19:18:44,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-01,31.8,24.1,26.3,37.8,24.1,27.7,24.2,89.2,84.812,100,12.5,rain,,,,14.1,178.9,1011.5,90.8,6.5,184.5,15.9,7,,2016-09-01T07:07:59,2016-09-01T19:18:20,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-02,32.5,23.9,27.8,37.7,23.9,30.8,24,81.2,3.046,100,8.33,rain,,,,12.1,231.5,1011.1,90,8.4,181.6,15.7,6,,2016-09-02T07:07:45,2016-09-02T19:17:55,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-03,33.8,24.8,27.7,40.3,24.8,29.6,23.5,79.2,0.707,100,4.17,rain,,,,15.5,225.1,1010.7,89,9.3,277.1,24,10,,2016-09-03T07:07:31,2016-09-03T19:17:31,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-04,33.1,25,28.5,38.2,25,31.5,23.7,76.7,0,0,0,,,,,17.1,235.3,1010.9,89,9.1,198.7,17.1,7,,2016-09-04T07:07:16,2016-09-04T19:17:06,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-05,32.8,25.1,28.6,39.2,25.1,31.7,23.6,75.5,0,0,0,,,,,16.8,233.6,1011.3,89,9.1,225.6,19.5,8,,2016-09-05T07:07:01,2016-09-05T19:16:41,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-06,33.4,25.9,29,39.8,25.9,32.7,23.6,73.6,0,0,0,,,,,19.4,233.2,1011.1,89,10,158.7,13.8,6,,2016-09-06T07:06:46,2016-09-06T19:16:16,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-07,31.8,23.3,27.2,35.6,23.3,29.3,23,79.3,3.038,100,8.33,rain,,,,18.6,245,1011.6,91.8,8.3,130.1,11.3,5,,2016-09-07T07:06:31,2016-09-07T19:15:50,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-08,31.7,25.7,27.3,36.6,25.7,29.9,23.5,80.3,0.377,100,8.33,rain,,,,13.5,126,1011.5,89,9.9,141.8,12.3,5,,2016-09-08T07:06:16,2016-09-08T19:15:24,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-09,32,22.9,27.1,35.2,22.9,28.8,22.7,78.9,2.652,100,4.17,rain,,,,15.9,168.7,1012.1,90.6,9,152,13.2,5,,2016-09-09T07:06:00,2016-09-09T19:14:59,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-10,33.7,25,28.8,40,25,32.1,23.9,76.1,0.232,100,4.17,rain,,,,11.4,186.9,1010.1,89,9.3,209.2,18,7,,2016-09-10T07:05:44,2016-09-10T19:14:32,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-11,32.7,23.8,28.2,37.9,23.8,31.1,23.5,77,0.531,100,8.33,rain,,,,15.9,281.3,1009.6,89,8.5,158.9,13.7,5,,2016-09-11T07:05:28,2016-09-11T19:14:06,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-12,29,23.9,26.7,32.7,23.9,28.5,23.5,83.2,8.899,100,8.33,rain,,,,7.8,118.7,1010.3,92.6,8.1,128.6,11.3,4,,2016-09-12T07:05:12,2016-09-12T19:13:40,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-13,33,25,28.9,39.1,25,31.5,22.9,72,0,0,0,,,,,14.1,183.8,1009.4,89,10.2,198.8,17,7,,2016-09-13T07:04:56,2016-09-13T19:13:14,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-14,32.9,26,28.9,40.3,26,32.6,23.8,74.9,0.046,100,8.33,rain,,,,11.2,249.9,1009.9,89.2,9.4,148.4,12.7,6,,2016-09-14T07:04:40,2016-09-14T19:12:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-15,33.9,25.9,29.7,39.1,25.9,33.3,23.4,70.5,0,0,0,,,,,11.2,217.2,1009.6,89,9.9,253.9,21.9,9,,2016-09-15T07:04:24,2016-09-15T19:12:21,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-16,31.8,23,27.8,38.7,23,31.1,23.6,78.6,1.907,100,8.33,rain,,,,11.9,257.9,1009.7,90.2,9.4,178.3,15.4,7,,2016-09-16T07:04:08,2016-09-16T19:11:54,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-17,33,25.8,29.2,38.9,25.8,33.3,24,74.4,0,0,0,,,,,14.8,298.7,1009.3,89,9.8,154.7,13.4,6,,2016-09-17T07:03:52,2016-09-17T19:11:28,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-18,33.6,26.3,29.6,40.6,26.3,34,24.1,73.3,0.023,100,4.17,rain,,,38.9,21.2,293.7,1009.4,89,9.7,195.2,17,8,,2016-09-18T07:03:35,2016-09-18T19:11:01,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-19,32.9,24.7,28.7,37.8,24.7,31.6,22.9,71.9,0.177,100,4.17,rain,,,40.7,22.3,307,1009.3,89.4,10,101.3,8.9,4,,2016-09-19T07:03:19,2016-09-19T19:10:34,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-20,32.5,25.9,28.7,38.2,25.9,31.9,23.6,74.6,1.275,100,4.17,rain,,,,16.9,292.9,1009.3,89,9.7,118.3,10.4,4,,2016-09-20T07:03:03,2016-09-20T19:10:08,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-21,32.8,25.8,28.8,37.8,25.8,31.9,23.4,73.6,0,0,0,,,,,14.1,287.3,1010,89,9.9,131.7,11.4,5,,2016-09-21T07:02:47,2016-09-21T19:09:42,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-22,32,25,27.7,34.2,25,29.1,22.1,73.3,0.046,100,8.33,rain,,,,17.9,321,1010.5,90.6,10.2,132.7,11.4,5,,2016-09-22T07:02:31,2016-09-22T19:09:15,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-23,34,24.9,29,39.4,24.9,31.6,22.8,71.1,0,0,0,,,,,17.5,303.6,1008.7,89,9.9,193.2,16.7,7,,2016-09-23T07:02:15,2016-09-23T19:08:49,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-24,34.8,26,29.9,40.5,26,33.6,23.3,69.5,0,0,0,,,,,16.1,305.1,1007.8,88.8,9.7,250.3,21.7,9,,2016-09-24T07:01:59,2016-09-24T19:08:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-25,32.7,26,28.8,36.9,26,32.8,24,76.5,0,0,0,,,,,10.5,304.7,1008.5,89,9.3,146.6,12.7,5,,2016-09-25T07:01:43,2016-09-25T19:07:57,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-26,34.7,26.7,29.8,40.5,26.7,34.1,24.1,73.4,0,0,0,,,,,17.9,297,1009.1,89,9.4,173.1,14.9,6,,2016-09-26T07:01:28,2016-09-26T19:07:31,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-27,34.8,25.5,28.4,40.2,25.5,30.8,23.4,75.7,3.536,100,4.17,rain,,,,20.7,321.7,1009.4,89,9.2,180.7,15.6,7,,2016-09-27T07:01:12,2016-09-27T19:07:06,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-28,33,24.1,28.5,37.9,24.1,30.9,23,73.5,0.177,100,4.17,rain,,,,19.6,315.1,1009.1,90.2,9.8,224.2,19.4,9,,2016-09-28T07:00:57,2016-09-28T19:06:40,0.97,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-29,32.9,22,27.7,38.7,22,30.5,22.9,76.5,0.2,100,8.33,rain,,,44.6,20.6,298.3,1009.3,90.6,9.7,231.9,19.9,9,,2016-09-29T07:00:42,2016-09-29T19:06:15,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48647099999,48650099999,WMSA,WMKK"
"Kuala Lumpur,Malaysia",2016-09-30,34,26,29.2,38.4,26,32.3,23.2,71.4,0,0,0,,,,35.3,19.9,304.2,1008.9,89,10.1,194.2,16.8,6,,2016-09-30T07:00:28,2016-09-30T19:05:50,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
